transaction_id,transaction_date,customer_id,product_id,channel_id,amount,currency,payment_method,status
TXN00006237,2025-10-22 21:36:03,CUST000481,PROD00033,CH005,326.01,USD,Bank Transfer,completed
TXN00006238,2025-08-26 21:36:03,CUST000759,PROD00030,CH001,154.18,USD,Debit Card,completed
TXN00006239,2025-12-06 21:36:03,CUST000144,PROD00030,CH003,156.42,USD,PayPal,completed
TXN00006240,2025-11-12 21:36:03,CUST000669,PROD00049,CH002,75.2,USD,Bank Transfer,completed
TXN00006241,2026-01-08 21:36:03,CUST000760,PROD00025,CH004,267.81,USD,Credit Card,completed
TXN00006242,2026-01-17 21:36:03,CUST000384,PROD00023,CH003,416.35,USD,Credit Card,completed
TXN00006243,2025-11-12 21:36:03,CUST000621,PROD00007,CH004,108.28,USD,PayPal,completed
TXN00006244,2025-10-09 21:36:03,CUST000594,PROD00003,CH003,80.59,USD,Credit Card,completed
TXN00006245,2025-10-18 21:36:03,CUST000819,PROD00015,CH004,157.18,USD,Credit Card,completed
TXN00006246,2025-10-06 21:36:03,CUST000204,PROD00021,CH003,65.22,USD,PayPal,completed
TXN00006247,2025-10-30 21:36:03,CUST000819,PROD00032,CH004,174.22,USD,Bank Transfer,completed
TXN00006248,2025-09-23 21:36:03,CUST000703,PROD00048,CH005,229.6,USD,Bank Transfer,completed
TXN00006249,2025-10-10 21:36:03,CUST000103,PROD00005,CH003,55.9,USD,PayPal,completed
TXN00006250,2025-10-28 21:36:03,CUST000962,PROD00009,CH005,100.46,USD,Bank Transfer,completed
TXN00006251,2025-10-25 21:36:03,CUST000554,PROD00020,CH005,396.49,USD,Credit Card,completed
TXN00006252,2026-01-16 21:36:03,CUST000875,PROD00031,CH003,407.26,USD,Bank Transfer,completed
TXN00006253,2025-08-23 21:36:03,CUST000474,PROD00004,CH001,371.25,USD,Bank Transfer,completed
TXN00006254,2025-12-23 21:36:03,CUST000284,PROD00047,CH002,207.82,USD,PayPal,completed
TXN00006255,2025-12-19 21:36:03,CUST000875,PROD00032,CH005,207.27,USD,PayPal,completed
TXN00006256,2025-11-14 21:36:03,CUST000775,PROD00036,CH002,95.82,USD,Debit Card,completed
TXN00006257,2025-08-14 21:36:03,CUST000458,PROD00038,CH002,190.81,USD,PayPal,completed
TXN00006258,2025-11-30 21:36:03,CUST000055,PROD00050,CH004,276.4,USD,Bank Transfer,completed
TXN00006259,2025-11-08 21:36:03,CUST000206,PROD00042,CH005,393.47,USD,PayPal,completed
TXN00006260,2025-09-23 21:36:03,CUST000718,PROD00050,CH001,282.12,USD,Credit Card,completed
TXN00006261,2025-09-15 21:36:03,CUST000263,PROD00026,CH002,43.11,USD,Debit Card,pending
TXN00006262,2026-01-21 21:36:03,CUST000476,PROD00018,CH002,55.8,USD,PayPal,completed
TXN00006263,2025-10-12 21:36:03,CUST000093,PROD00030,CH005,142.78,USD,Credit Card,completed
TXN00006264,2025-08-12 21:36:03,CUST000047,PROD00035,CH002,46.46,USD,Credit Card,completed
TXN00006265,2026-01-21 21:36:03,CUST000128,PROD00031,CH002,453.96,USD,Credit Card,completed
TXN00006266,2025-08-08 21:36:03,CUST000168,PROD00003,CH003,86.0,USD,Bank Transfer,completed
TXN00006267,2026-01-19 21:36:03,CUST000942,PROD00038,CH002,213.79,USD,Bank Transfer,completed
TXN00006268,2025-10-12 21:36:03,CUST000123,PROD00008,CH004,276.96,USD,Bank Transfer,pending
TXN00006269,2025-09-02 21:36:03,CUST000425,PROD00041,CH003,131.44,USD,Credit Card,completed
TXN00006270,2025-11-20 21:36:03,CUST000705,PROD00011,CH005,115.88,USD,Credit Card,completed
TXN00006271,2025-10-15 21:36:03,CUST000681,PROD00049,CH004,86.08,USD,Credit Card,completed
TXN00006272,2025-09-10 21:36:03,CUST000167,PROD00032,CH003,192.78,USD,Credit Card,completed
TXN00006273,2025-11-19 21:36:03,CUST000113,PROD00034,CH005,437.87,USD,Credit Card,completed
TXN00006274,2025-11-04 21:36:03,CUST000910,PROD00024,CH002,476.73,USD,Debit Card,completed
TXN00006275,2025-10-04 21:36:03,CUST000449,PROD00031,CH004,388.8,USD,Debit Card,completed
TXN00006276,2025-09-20 21:36:03,CUST000841,PROD00037,CH001,131.42,USD,PayPal,completed
TXN00006277,2025-12-22 21:36:03,CUST000991,PROD00017,CH003,57.41,USD,PayPal,completed
TXN00006278,2025-12-19 21:36:03,CUST000286,PROD00001,CH005,60.58,USD,PayPal,completed
TXN00006279,2025-08-07 21:36:03,CUST000280,PROD00018,CH002,54.78,USD,Credit Card,completed
TXN00006280,2025-12-26 21:36:03,CUST000734,PROD00029,CH003,414.41,USD,Credit Card,completed
TXN00006281,2025-11-10 21:36:03,CUST000785,PROD00002,CH002,156.05,USD,Credit Card,completed
TXN00006282,2025-09-05 21:36:03,CUST000232,PROD00049,CH001,85.26,USD,PayPal,completed
TXN00006283,2025-08-14 21:36:03,CUST000134,PROD00010,CH003,376.71,USD,PayPal,completed
TXN00006284,2025-10-27 21:36:03,CUST000221,PROD00048,CH004,256.78,USD,Bank Transfer,completed
TXN00006285,2025-09-18 21:36:03,CUST000587,PROD00035,CH003,47.38,USD,Debit Card,completed
TXN00006286,2025-11-26 21:36:03,CUST000354,PROD00034,CH003,449.2,USD,PayPal,completed
TXN00006287,2025-12-27 21:36:03,CUST000917,PROD00043,CH002,154.76,USD,Bank Transfer,completed
TXN00006288,2025-10-07 21:36:03,CUST000890,PROD00013,CH004,345.87,USD,Credit Card,completed
TXN00006289,2025-08-13 21:36:03,CUST000162,PROD00030,CH003,157.76,USD,Credit Card,completed
TXN00006290,2025-10-19 21:36:03,CUST000210,PROD00004,CH003,369.59,USD,PayPal,completed
TXN00006291,2025-10-23 21:36:03,CUST000464,PROD00035,CH002,41.19,USD,PayPal,pending
TXN00006292,2025-09-08 21:36:03,CUST000523,PROD00049,CH004,82.92,USD,Credit Card,completed
TXN00006293,2025-10-13 21:36:03,CUST000925,PROD00008,CH002,292.05,USD,Bank Transfer,cancelled
TXN00006294,2025-12-01 21:36:03,CUST000007,PROD00045,CH004,420.77,USD,Debit Card,completed
TXN00006295,2025-08-16 21:36:03,CUST000180,PROD00018,CH003,53.66,USD,Debit Card,completed
TXN00006296,2025-11-13 21:36:03,CUST000553,PROD00027,CH003,114.91,USD,PayPal,completed
TXN00006297,2025-12-28 21:36:03,CUST000882,PROD00044,CH001,470.47,USD,Credit Card,completed
TXN00006298,2025-10-04 21:36:03,CUST000031,PROD00029,CH004,431.51,USD,Credit Card,completed
TXN00006299,2025-09-13 21:36:03,CUST000989,PROD00049,CH004,72.1,USD,Bank Transfer,completed
TXN00006300,2025-10-07 21:36:03,CUST000738,PROD00036,CH004,99.9,USD,Bank Transfer,completed
TXN00006301,2026-01-01 21:36:03,CUST000255,PROD00019,CH003,276.09,USD,PayPal,completed
TXN00006302,2025-10-28 21:36:03,CUST000574,PROD00016,CH001,522.89,USD,Bank Transfer,cancelled
TXN00006303,2025-11-10 21:36:03,CUST000710,PROD00005,CH001,53.57,USD,PayPal,completed
TXN00006304,2025-08-12 21:36:03,CUST000384,PROD00044,CH005,461.53,USD,PayPal,completed
TXN00006305,2026-01-01 21:36:03,CUST000773,PROD00018,CH004,61.92,USD,Credit Card,completed
TXN00006306,2026-01-08 21:36:03,CUST000347,PROD00033,CH001,369.84,USD,Credit Card,completed
TXN00006307,2025-10-22 21:36:03,CUST000683,PROD00045,CH003,427.05,USD,Debit Card,completed
TXN00006308,2026-01-09 21:36:03,CUST000939,PROD00031,CH002,443.92,USD,Bank Transfer,completed
TXN00006309,2025-11-11 21:36:03,CUST000812,PROD00041,CH005,111.64,USD,Credit Card,completed
TXN00006310,2025-10-30 21:36:03,CUST000435,PROD00021,CH002,70.03,USD,Debit Card,completed
TXN00006311,2025-11-30 21:36:03,CUST000359,PROD00015,CH003,153.65,USD,PayPal,completed
TXN00006312,2025-08-18 21:36:03,CUST000118,PROD00033,CH003,310.17,USD,PayPal,completed
TXN00006313,2025-11-28 21:36:03,CUST000276,PROD00010,CH004,347.59,USD,Debit Card,completed
TXN00006314,2026-01-23 21:36:03,CUST000886,PROD00026,CH003,44.61,USD,PayPal,completed
TXN00006315,2025-12-26 21:36:03,CUST000926,PROD00026,CH002,40.19,USD,PayPal,completed
TXN00006316,2026-01-16 21:36:03,CUST000945,PROD00024,CH004,401.3,USD,PayPal,completed
TXN00006317,2025-12-07 21:36:03,CUST000353,PROD00042,CH001,422.5,USD,Debit Card,completed
TXN00006318,2026-01-10 21:36:03,CUST000919,PROD00050,CH005,304.96,USD,PayPal,completed
TXN00006319,2025-10-23 21:36:03,CUST000562,PROD00007,CH004,116.19,USD,Bank Transfer,completed
TXN00006320,2025-10-28 21:36:03,CUST000236,PROD00032,CH001,202.98,USD,Credit Card,completed
TXN00006321,2025-10-18 21:36:03,CUST000385,PROD00034,CH005,485.4,USD,Debit Card,pending
TXN00006322,2025-09-12 21:36:03,CUST000709,PROD00036,CH002,101.39,USD,Debit Card,completed
TXN00006323,2025-10-23 21:36:03,CUST000517,PROD00013,CH003,382.76,USD,Credit Card,completed
TXN00006324,2025-08-27 21:36:03,CUST000969,PROD00017,CH003,59.53,USD,Debit Card,completed
TXN00006325,2025-09-04 21:36:03,CUST000356,PROD00043,CH005,147.41,USD,PayPal,completed
TXN00006326,2025-11-16 21:36:03,CUST000568,PROD00037,CH002,132.57,USD,PayPal,completed
TXN00006327,2025-11-01 21:36:03,CUST000190,PROD00008,CH004,293.73,USD,PayPal,completed
TXN00006328,2025-08-14 21:36:03,CUST000769,PROD00046,CH002,111.54,USD,Bank Transfer,completed
TXN00006329,2025-11-11 21:36:03,CUST000197,PROD00020,CH003,331.91,USD,PayPal,completed
TXN00006330,2025-11-09 21:36:03,CUST000592,PROD00025,CH005,290.1,USD,Debit Card,pending
TXN00006331,2025-09-30 21:36:03,CUST000581,PROD00001,CH001,60.96,USD,Debit Card,completed
TXN00006332,2025-11-01 21:36:03,CUST000171,PROD00028,CH001,510.07,USD,PayPal,completed
TXN00006333,2025-09-22 21:36:03,CUST000340,PROD00010,CH003,384.13,USD,Credit Card,completed
TXN00006334,2026-01-17 21:36:03,CUST000097,PROD00030,CH005,147.32,USD,Debit Card,completed
TXN00006335,2025-11-14 21:36:03,CUST000641,PROD00039,CH001,328.2,USD,PayPal,completed
TXN00006336,2025-09-11 21:36:03,CUST000154,PROD00018,CH005,58.6,USD,Bank Transfer,completed
TXN00006337,2026-01-30 21:36:03,CUST000342,PROD00018,CH002,58.74,USD,Credit Card,completed
TXN00006338,2025-09-16 21:36:03,CUST000345,PROD00006,CH004,23.52,USD,PayPal,completed
TXN00006339,2026-01-07 21:36:03,CUST000567,PROD00032,CH003,177.57,USD,Debit Card,completed
TXN00006340,2025-10-23 21:36:03,CUST000111,PROD00026,CH004,40.44,USD,Bank Transfer,completed
TXN00006341,2025-09-21 21:36:03,CUST000280,PROD00039,CH002,375.34,USD,PayPal,completed
TXN00006342,2025-10-07 21:36:03,CUST000140,PROD00039,CH002,353.47,USD,Bank Transfer,completed
TXN00006343,2026-01-08 21:36:03,CUST000803,PROD00027,CH003,114.61,USD,Credit Card,completed
TXN00006344,2025-10-02 21:36:03,CUST000696,PROD00027,CH004,133.5,USD,PayPal,cancelled
TXN00006345,2025-08-15 21:36:03,CUST000576,PROD00031,CH004,458.17,USD,Credit Card,completed
TXN00006346,2026-01-04 21:36:03,CUST000840,PROD00010,CH004,329.38,USD,Credit Card,completed
TXN00006347,2025-12-21 21:36:03,CUST000378,PROD00018,CH004,60.61,USD,PayPal,completed
TXN00006348,2025-09-23 21:36:03,CUST000558,PROD00005,CH001,48.93,USD,Bank Transfer,completed
TXN00006349,2026-01-25 21:36:03,CUST000935,PROD00016,CH003,487.18,USD,Credit Card,completed
TXN00006350,2025-10-07 21:36:03,CUST000779,PROD00038,CH005,201.53,USD,Debit Card,completed
TXN00006351,2026-01-12 21:36:03,CUST000330,PROD00039,CH004,328.15,USD,Bank Transfer,completed
TXN00006352,2026-01-08 21:36:03,CUST000029,PROD00016,CH001,437.05,USD,Credit Card,completed
TXN00006353,2025-08-12 21:36:03,CUST000613,PROD00007,CH002,109.72,USD,PayPal,completed
TXN00006354,2025-09-01 21:36:03,CUST000392,PROD00016,CH004,467.23,USD,Debit Card,completed
TXN00006355,2025-11-11 21:36:03,CUST000023,PROD00008,CH002,318.14,USD,PayPal,completed
TXN00006356,2025-12-11 21:36:03,CUST000405,PROD00005,CH005,48.01,USD,PayPal,completed
TXN00006357,2026-01-07 21:36:03,CUST000690,PROD00005,CH002,50.59,USD,Bank Transfer,completed
TXN00006358,2026-01-13 21:36:03,CUST000528,PROD00033,CH005,359.5,USD,Debit Card,completed
TXN00006359,2025-08-07 21:36:03,CUST000430,PROD00011,CH004,112.96,USD,PayPal,completed
TXN00006360,2025-10-01 21:36:03,CUST000588,PROD00036,CH004,87.04,USD,Debit Card,completed
TXN00006361,2025-11-13 21:36:03,CUST000692,PROD00013,CH002,393.34,USD,Bank Transfer,completed
TXN00006362,2025-12-21 21:36:03,CUST000723,PROD00029,CH004,457.91,USD,PayPal,completed
TXN00006363,2025-11-11 21:36:03,CUST000950,PROD00031,CH005,401.09,USD,PayPal,completed
TXN00006364,2025-11-28 21:36:03,CUST000389,PROD00048,CH002,211.96,USD,Credit Card,completed
TXN00006365,2025-10-21 21:36:03,CUST000602,PROD00007,CH001,127.55,USD,PayPal,completed
TXN00006366,2026-01-27 21:36:03,CUST000622,PROD00016,CH002,489.98,USD,Credit Card,completed
TXN00006367,2026-01-25 21:36:03,CUST000604,PROD00009,CH003,106.38,USD,Bank Transfer,completed
TXN00006368,2025-11-22 21:36:03,CUST000117,PROD00007,CH004,122.08,USD,PayPal,completed
TXN00006369,2025-11-03 21:36:03,CUST000802,PROD00009,CH002,100.49,USD,Bank Transfer,completed
TXN00006370,2025-11-22 21:36:03,CUST000790,PROD00027,CH005,111.13,USD,Credit Card,cancelled
TXN00006371,2026-01-01 21:36:03,CUST000396,PROD00003,CH002,73.04,USD,Credit Card,completed
TXN00006372,2026-01-19 21:36:03,CUST000687,PROD00011,CH002,113.8,USD,Credit Card,completed
TXN00006373,2026-01-23 21:36:03,CUST000918,PROD00009,CH001,98.28,USD,Credit Card,completed
TXN00006374,2025-09-09 21:36:03,CUST000641,PROD00033,CH003,321.19,USD,Credit Card,completed
TXN00006375,2025-12-07 21:36:03,CUST000443,PROD00039,CH001,355.95,USD,Bank Transfer,completed
TXN00006376,2025-11-13 21:36:03,CUST000675,PROD00009,CH003,110.21,USD,Bank Transfer,completed
TXN00006377,2025-11-24 21:36:03,CUST000448,PROD00006,CH005,24.06,USD,Debit Card,completed
TXN00006378,2025-09-14 21:36:03,CUST000129,PROD00039,CH002,326.26,USD,Bank Transfer,completed
TXN00006379,2025-12-23 21:36:03,CUST000311,PROD00014,CH004,341.93,USD,Debit Card,completed
TXN00006380,2025-09-11 21:36:03,CUST000633,PROD00005,CH005,51.32,USD,PayPal,completed
TXN00006381,2025-12-16 21:36:03,CUST000320,PROD00012,CH003,142.44,USD,Debit Card,completed
TXN00006382,2025-08-28 21:36:03,CUST000195,PROD00049,CH005,71.88,USD,Debit Card,completed
TXN00006383,2025-10-25 21:36:03,CUST000310,PROD00049,CH001,73.6,USD,Credit Card,completed
TXN00006384,2025-10-08 21:36:03,CUST000694,PROD00006,CH004,25.33,USD,PayPal,cancelled
TXN00006385,2025-10-08 21:36:03,CUST000311,PROD00033,CH002,343.11,USD,Debit Card,completed
TXN00006386,2026-02-02 21:36:03,CUST000885,PROD00042,CH004,420.43,USD,Debit Card,completed
TXN00006387,2025-10-12 21:36:03,CUST000102,PROD00022,CH003,48.0,USD,Bank Transfer,completed
TXN00006388,2026-01-10 21:36:03,CUST000198,PROD00039,CH003,326.97,USD,Bank Transfer,cancelled
TXN00006389,2025-12-22 21:36:03,CUST000409,PROD00016,CH005,499.49,USD,Credit Card,completed
TXN00006390,2026-01-22 21:36:03,CUST000637,PROD00021,CH003,71.92,USD,Bank Transfer,completed
TXN00006391,2025-11-02 21:36:03,CUST000860,PROD00018,CH001,58.19,USD,PayPal,completed
TXN00006392,2025-12-19 21:36:03,CUST000875,PROD00047,CH005,189.16,USD,Credit Card,completed
TXN00006393,2025-10-16 21:36:03,CUST000430,PROD00049,CH005,81.04,USD,Credit Card,cancelled
TXN00006394,2025-11-14 21:36:03,CUST000042,PROD00048,CH004,249.11,USD,Debit Card,completed
TXN00006395,2025-11-24 21:36:03,CUST000579,PROD00006,CH005,25.02,USD,Debit Card,completed
TXN00006396,2025-11-28 21:36:03,CUST000601,PROD00001,CH005,69.27,USD,Debit Card,completed
TXN00006397,2025-08-23 21:36:03,CUST000703,PROD00044,CH004,485.39,USD,Bank Transfer,completed
TXN00006398,2025-10-17 21:36:03,CUST000632,PROD00018,CH003,55.28,USD,PayPal,completed
TXN00006399,2025-10-09 21:36:03,CUST000014,PROD00002,CH002,144.44,USD,PayPal,completed
TXN00006400,2025-11-15 21:36:03,CUST000549,PROD00029,CH002,418.41,USD,Bank Transfer,completed
TXN00006401,2025-12-05 21:36:03,CUST000783,PROD00038,CH002,214.64,USD,PayPal,completed
TXN00006402,2025-11-27 21:36:03,CUST000502,PROD00012,CH005,146.64,USD,Bank Transfer,completed
TXN00006403,2025-09-18 21:36:03,CUST000006,PROD00039,CH002,331.83,USD,PayPal,completed
TXN00006404,2025-11-09 21:36:03,CUST000903,PROD00035,CH005,47.96,USD,Credit Card,completed
TXN00006405,2025-11-19 21:36:03,CUST000182,PROD00019,CH001,313.5,USD,PayPal,completed
TXN00006406,2025-11-20 21:36:03,CUST000069,PROD00020,CH005,373.35,USD,Bank Transfer,completed
TXN00006407,2025-11-13 21:36:03,CUST000002,PROD00014,CH005,354.47,USD,PayPal,completed
TXN00006408,2025-09-12 21:36:03,CUST000824,PROD00007,CH001,124.59,USD,Credit Card,completed
TXN00006409,2025-09-08 21:36:03,CUST000494,PROD00005,CH005,55.24,USD,Bank Transfer,completed
TXN00006410,2025-12-11 21:36:03,CUST000999,PROD00032,CH003,179.12,USD,Debit Card,completed
TXN00006411,2025-10-27 21:36:03,CUST000803,PROD00008,CH004,317.32,USD,Bank Transfer,completed
TXN00006412,2025-10-01 21:36:03,CUST000238,PROD00007,CH002,111.45,USD,PayPal,completed
TXN00006413,2025-08-25 21:36:03,CUST000076,PROD00031,CH003,387.81,USD,Credit Card,completed
TXN00006414,2025-11-26 21:36:03,CUST000879,PROD00035,CH005,48.31,USD,PayPal,completed
TXN00006415,2025-09-23 21:36:03,CUST000939,PROD00007,CH001,108.87,USD,Debit Card,completed
TXN00006416,2025-12-11 21:36:03,CUST000614,PROD00049,CH001,77.82,USD,Credit Card,completed
TXN00006417,2025-11-03 21:36:03,CUST000163,PROD00014,CH005,385.36,USD,Bank Transfer,completed
TXN00006418,2025-11-10 21:36:03,CUST000798,PROD00026,CH001,40.7,USD,PayPal,completed
TXN00006419,2026-01-21 21:36:03,CUST000540,PROD00017,CH003,54.7,USD,Credit Card,completed
TXN00006420,2025-10-04 21:36:03,CUST000568,PROD00019,CH002,314.99,USD,Debit Card,completed
TXN00006421,2025-10-20 21:36:03,CUST000669,PROD00014,CH001,348.77,USD,Debit Card,pending
TXN00006422,2025-10-08 21:36:03,CUST000178,PROD00013,CH002,358.38,USD,Debit Card,completed
TXN00006423,2025-08-21 21:36:03,CUST000662,PROD00002,CH002,157.11,USD,PayPal,completed
TXN00006424,2025-08-23 21:36:03,CUST000769,PROD00040,CH004,360.51,USD,Bank Transfer,completed
TXN00006425,2025-11-17 21:36:03,CUST000545,PROD00016,CH003,504.51,USD,Bank Transfer,completed
TXN00006426,2025-11-16 21:36:03,CUST000073,PROD00032,CH001,179.8,USD,Debit Card,completed
TXN00006427,2025-09-11 21:36:03,CUST000019,PROD00047,CH002,218.08,USD,Bank Transfer,completed
TXN00006428,2025-08-08 21:36:03,CUST000491,PROD00045,CH001,405.39,USD,Debit Card,pending
TXN00006429,2025-09-14 21:36:03,CUST000100,PROD00023,CH005,377.02,USD,Credit Card,completed
TXN00006430,2026-01-27 21:36:03,CUST000845,PROD00044,CH003,459.09,USD,PayPal,completed
TXN00006431,2025-11-14 21:36:03,CUST000864,PROD00048,CH004,249.73,USD,Debit Card,completed
TXN00006432,2025-09-30 21:36:03,CUST000221,PROD00004,CH005,336.31,USD,Bank Transfer,completed
TXN00006433,2026-01-01 21:36:03,CUST000766,PROD00041,CH005,119.32,USD,Debit Card,completed
TXN00006434,2025-12-23 21:36:03,CUST000081,PROD00027,CH005,124.23,USD,Bank Transfer,completed
TXN00006435,2026-01-17 21:36:03,CUST000835,PROD00006,CH001,23.45,USD,Debit Card,completed
TXN00006436,2025-08-09 21:36:03,CUST000526,PROD00042,CH001,432.93,USD,PayPal,completed
TXN00006437,2025-10-19 21:36:03,CUST000360,PROD00006,CH004,27.57,USD,Debit Card,completed
TXN00006438,2025-12-28 21:36:03,CUST000805,PROD00029,CH004,476.77,USD,Bank Transfer,completed
TXN00006439,2025-12-30 21:36:03,CUST000578,PROD00034,CH001,489.14,USD,Credit Card,completed
TXN00006440,2025-09-24 21:36:03,CUST000045,PROD00046,CH005,106.1,USD,PayPal,pending
TXN00006441,2025-08-30 21:36:03,CUST000283,PROD00028,CH002,532.98,USD,Debit Card,completed
TXN00006442,2025-08-19 21:36:03,CUST000617,PROD00021,CH001,75.78,USD,Credit Card,completed
TXN00006443,2025-09-03 21:36:03,CUST000518,PROD00043,CH001,152.45,USD,PayPal,completed
TXN00006444,2025-09-04 21:36:03,CUST000323,PROD00013,CH004,379.93,USD,Credit Card,completed
TXN00006445,2025-08-19 21:36:03,CUST000611,PROD00036,CH003,88.54,USD,Credit Card,completed
TXN00006446,2025-10-11 21:36:03,CUST000337,PROD00010,CH002,363.41,USD,Credit Card,completed
TXN00006447,2025-08-22 21:36:03,CUST000185,PROD00048,CH002,224.13,USD,Credit Card,completed
TXN00006448,2025-11-18 21:36:03,CUST000347,PROD00003,CH004,76.57,USD,PayPal,completed
TXN00006449,2026-01-29 21:36:03,CUST000087,PROD00008,CH001,287.52,USD,PayPal,completed
TXN00006450,2025-12-18 21:36:03,CUST000395,PROD00012,CH004,150.24,USD,Credit Card,completed
TXN00006451,2025-12-16 21:36:03,CUST000487,PROD00038,CH005,201.64,USD,Bank Transfer,completed
TXN00006452,2025-12-02 21:36:03,CUST000911,PROD00001,CH003,62.22,USD,Credit Card,completed
TXN00006453,2025-08-17 21:36:03,CUST000944,PROD00004,CH005,350.08,USD,Credit Card,completed
TXN00006454,2025-11-18 21:36:03,CUST000360,PROD00025,CH004,293.86,USD,PayPal,completed
TXN00006455,2025-10-18 21:36:03,CUST000104,PROD00008,CH005,301.78,USD,Bank Transfer,cancelled
TXN00006456,2025-11-30 21:36:03,CUST000340,PROD00005,CH005,53.11,USD,Credit Card,completed
TXN00006457,2026-01-09 21:36:03,CUST000965,PROD00031,CH002,379.95,USD,Bank Transfer,pending
TXN00006458,2026-01-22 21:36:03,CUST000500,PROD00005,CH001,48.42,USD,Debit Card,completed
TXN00006459,2026-02-02 21:36:03,CUST000178,PROD00016,CH004,440.98,USD,Credit Card,completed
TXN00006460,2025-11-08 21:36:03,CUST000993,PROD00026,CH004,44.22,USD,Bank Transfer,completed
TXN00006461,2025-12-17 21:36:03,CUST000768,PROD00027,CH001,133.3,USD,Credit Card,completed
TXN00006462,2025-12-30 21:36:03,CUST000093,PROD00005,CH004,53.35,USD,Bank Transfer,completed
TXN00006463,2025-11-06 21:36:03,CUST000690,PROD00009,CH002,109.13,USD,Debit Card,completed
TXN00006464,2025-09-26 21:36:03,CUST000188,PROD00005,CH002,49.02,USD,Credit Card,completed
TXN00006465,2025-08-17 21:36:03,CUST000559,PROD00049,CH003,81.86,USD,Credit Card,completed
TXN00006466,2025-12-22 21:36:03,CUST000104,PROD00019,CH005,287.93,USD,Debit Card,completed
TXN00006467,2025-11-06 21:36:03,CUST000254,PROD00044,CH001,470.58,USD,Credit Card,completed
TXN00006468,2025-11-04 21:36:03,CUST000861,PROD00030,CH003,143.93,USD,Bank Transfer,completed
TXN00006469,2025-09-14 21:36:03,CUST000648,PROD00044,CH003,461.6,USD,Debit Card,completed
TXN00006470,2025-10-07 21:36:03,CUST000895,PROD00010,CH003,388.12,USD,Debit Card,completed
TXN00006471,2025-09-16 21:36:03,CUST000659,PROD00029,CH002,424.84,USD,Debit Card,completed
TXN00006472,2025-12-04 21:36:03,CUST000591,PROD00049,CH001,84.78,USD,Bank Transfer,completed
TXN00006473,2025-12-28 21:36:03,CUST000405,PROD00020,CH005,334.0,USD,PayPal,completed
TXN00006474,2025-10-14 21:36:03,CUST000539,PROD00050,CH001,309.53,USD,Bank Transfer,completed
TXN00006475,2025-12-09 21:36:03,CUST000432,PROD00039,CH002,354.47,USD,Debit Card,completed
TXN00006476,2025-09-27 21:36:03,CUST000406,PROD00003,CH002,70.63,USD,PayPal,completed
TXN00006477,2025-09-16 21:36:03,CUST000397,PROD00013,CH003,412.44,USD,Bank Transfer,completed
TXN00006478,2025-12-07 21:36:03,CUST000508,PROD00045,CH002,461.74,USD,Bank Transfer,completed
TXN00006479,2025-12-28 21:36:03,CUST000689,PROD00027,CH004,129.24,USD,Debit Card,completed
TXN00006480,2025-10-27 21:36:03,CUST000264,PROD00050,CH003,260.53,USD,PayPal,pending
TXN00006481,2025-08-22 21:36:03,CUST000645,PROD00016,CH001,446.9,USD,Debit Card,completed
TXN00006482,2025-11-09 21:36:03,CUST000411,PROD00032,CH004,208.36,USD,Bank Transfer,completed
TXN00006483,2025-10-07 21:36:03,CUST000645,PROD00018,CH003,51.7,USD,Bank Transfer,cancelled
TXN00006484,2025-09-24 21:36:03,CUST000826,PROD00036,CH004,102.15,USD,Credit Card,completed
TXN00006485,2025-12-29 21:36:03,CUST000073,PROD00019,CH001,331.76,USD,Debit Card,completed
TXN00006486,2025-08-09 21:36:03,CUST000315,PROD00045,CH004,451.63,USD,Debit Card,completed
TXN00006487,2025-09-18 21:36:03,CUST000805,PROD00046,CH005,124.47,USD,Bank Transfer,completed
TXN00006488,2025-12-01 21:36:03,CUST000427,PROD00004,CH005,370.26,USD,Credit Card,completed
TXN00006489,2025-12-13 21:36:03,CUST000037,PROD00015,CH001,140.09,USD,PayPal,completed
TXN00006490,2026-01-31 21:36:03,CUST000204,PROD00032,CH001,200.29,USD,Bank Transfer,completed
TXN00006491,2025-08-07 21:36:03,CUST000788,PROD00046,CH002,120.59,USD,Credit Card,completed
TXN00006492,2025-11-28 21:36:03,CUST000228,PROD00012,CH003,158.23,USD,Debit Card,completed
TXN00006493,2025-08-19 21:36:03,CUST000925,PROD00023,CH001,443.67,USD,PayPal,completed
TXN00006494,2025-09-25 21:36:03,CUST000115,PROD00028,CH004,472.58,USD,PayPal,completed
TXN00006495,2025-10-01 21:36:03,CUST000680,PROD00015,CH003,157.52,USD,Credit Card,completed
TXN00006496,2026-01-22 21:36:03,CUST000700,PROD00024,CH003,442.4,USD,Bank Transfer,completed
TXN00006497,2025-08-31 21:36:03,CUST000549,PROD00035,CH005,47.31,USD,Bank Transfer,completed
TXN00006498,2026-01-27 21:36:03,CUST000750,PROD00003,CH003,79.62,USD,Bank Transfer,completed
TXN00006499,2025-11-11 21:36:03,CUST000337,PROD00044,CH001,445.07,USD,Bank Transfer,completed
TXN00006500,2025-11-17 21:36:03,CUST000323,PROD00025,CH004,287.2,USD,Bank Transfer,completed
TXN00006501,2025-10-21 21:36:03,CUST000095,PROD00017,CH004,54.56,USD,Bank Transfer,completed
TXN00006502,2025-10-06 21:36:03,CUST000277,PROD00023,CH002,390.99,USD,PayPal,completed
